,案號,法官
39,"CPEM,107,竹北交簡,73,20180130,1","

林宗穎"
40,"CPEM,107,竹北交簡,76,20180130,1","

莊仁杰"
41,"CPEM,107,竹東交簡,13,20180115,1","

周美玲"
42,"CPEM,107,竹東交簡,14,20180112,1","

張百見"
43,"CPEM,107,竹東交簡,28,20180125,1","

莊仁杰"
44,"CPEM,107,竹東交簡,5,20180109,1","

林建鼎"
45,"CPEM,107,竹東交簡,8,20180108,1","

林建鼎"
46,"CPEM,107,竹東交簡,9,20180131,1","

楊明箴"
47,"CTDM,106,交簡,2497,20180124,1","

梁凱富"
48,"CTDM,106,交簡,2512,20180103,1","

楊博欽"
49,"CTDM,106,交簡,2521,20180103,1","

楊博欽"
50,"CTDM,106,交簡,2526,20180103,1","

楊博欽"
51,"CTDM,106,交簡,2531,20180103,1","

楊博欽"
52,"CTDM,106,交簡,2532,20180109,1","

楊博欽"
53,"CTDM,106,交簡,2537,20180109,1","

楊博欽"
54,"CTDM,106,交簡,2545,20180109,1","

楊博欽"
55,"CTDM,106,交簡,2550,20180109,1","

楊博欽"
56,"CTDM,106,交簡,2553,20180109,1","

楊博欽"
57,"CTDM,106,交簡,2559,20180109,1","

楊博欽"
58,"CTDM,106,交簡,2563,20180109,1","

楊博欽"
59,"CTDM,106,交簡,2566,20180109,1","

楊博欽"
60,"CTDM,107,交簡,10,20180131,1","

楊博欽"
61,"CTDM,107,交簡,104,20180123,1","

楊博欽"
62,"CTDM,107,交簡,105,20180110,1","

張俊文"
63,"CTDM,107,交簡,113,20180123,1","

楊博欽"
64,"CTDM,107,交簡,114,20180131,1","

楊博欽"
65,"CTDM,107,交簡,117,20180110,1","

廖華君"
66,"CTDM,107,交簡,12,20180105,1","

張俊文"
67,"CTDM,107,交簡,121,20180123,1","

楊博欽"
68,"CTDM,107,交簡,123,20180131,1","

楊博欽"
69,"CTDM,107,交簡,126,20180111,1","

張俊文"
70,"CTDM,107,交簡,128,20180123,1","

楊博欽"
71,"CTDM,107,交簡,129,20180131,1","

楊博欽"
72,"CTDM,107,交簡,136,20180123,1","

楊博欽"
73,"CTDM,107,交簡,147,20180131,1","

楊博欽"
74,"CTDM,107,交簡,149,20180118,1","

張俊文"
75,"CTDM,107,交簡,150,20180131,1","

楊博欽"
76,"CTDM,107,交簡,155,20180131,1","

楊博欽"
77,"CTDM,107,交簡,156,20180117,1","

廖華君"
78,"CTDM,107,交簡,157,20180123,1","

楊博欽"
79,"CTDM,107,交簡,162,20180123,1","

楊博欽"
80,"CTDM,107,交簡,168,20180123,1","

楊博欽"
81,"CTDM,107,交簡,174,20180123,1","

楊博欽"
82,"CTDM,107,交簡,180,20180122,1","

張俊文"
83,"CTDM,107,交簡,188,20180123,1","

楊博欽"
84,"CTDM,107,交簡,194,20180123,1","

楊博欽"
85,"CTDM,107,交簡,20,20180117,1","

楊博欽"
86,"CTDM,107,交簡,214,20180130,1","

楊博欽"
87,"CTDM,107,交簡,218,20180130,1","

楊博欽"
88,"CTDM,107,交簡,221,20180130,1","

楊博欽"
89,"CTDM,107,交簡,222,20180129,1","

張俊文"
90,"CTDM,107,交簡,23,20180117,1","

楊博欽"
91,"CTDM,107,交簡,233,20180130,1","

楊博欽"
92,"CTDM,107,交簡,238,20180129,1","

張俊文"
93,"CTDM,107,交簡,240,20180130,1","

楊博欽"
94,"CTDM,107,交簡,252,20180131,1","

楊博欽"
95,"CTDM,107,交簡,257,20180130,1","

張俊文"
96,"CTDM,107,交簡,262,20180130,1","

張俊文"
97,"CTDM,107,交簡,27,20180104,1","

陳君杰"
98,"CTDM,107,交簡,277,20180131,1","

梁凱富"
99,"CTDM,107,交簡,29,20180103,1","

廖華君"
100,"CTDM,107,交簡,3,20180105,1","

黃裕堯"
101,"CTDM,107,交簡,30,20180117,1","

楊博欽"
102,"CTDM,107,交簡,31,20180131,1","

楊博欽"
103,"CTDM,107,交簡,32,20180105,1","

陳箐"
104,"CTDM,107,交簡,33,20180112,1","

林揚奇"
105,"CTDM,107,交簡,36,20180105,1","

張俊文"
106,"CTDM,107,交簡,37,20180117,1","

楊博欽"
107,"CTDM,107,交簡,38,20180117,1","

楊博欽"
108,"CTDM,107,交簡,4,20180117,1","

楊博欽"
109,"CTDM,107,交簡,40,20180131,1","

楊博欽"
110,"CTDM,107,交簡,41,20180117,1","

楊博欽"
111,"CTDM,107,交簡,43,20180131,1","

楊博欽"
112,"CTDM,107,交簡,45,20180117,1","

楊博欽"
113,"CTDM,107,交簡,46,20180131,1","

楊博欽"
114,"CTDM,107,交簡,48,20180131,1","

楊博欽"
115,"CTDM,107,交簡,49,20180117,1","

楊博欽"
116,"CTDM,107,交簡,50,20180129,1","

楊博欽"
117,"CTDM,107,交簡,59,20180129,1","

楊博欽"
118,"CTDM,107,交簡,6,20180117,1","

楊博欽"
119,"CTDM,107,交簡,60,20180117,1","

楊博欽"
120,"CTDM,107,交簡,64,20180129,1","

楊博欽"
121,"CTDM,107,交簡,65,20180122,1","

楊博欽"
122,"CTDM,107,交簡,66,20180104,1","

張俊文"
123,"CTDM,107,交簡,69,20180117,1","

楊博欽"
124,"CTDM,107,交簡,71,20180131,1","

楊博欽"
125,"CTDM,107,交簡,72,20180131,1","

楊博欽"
126,"CTDM,107,交簡,73,20180105,1","

張俊文"
127,"CTDM,107,交簡,76,20180103,1","

廖華君"
128,"CTDM,107,交簡,77,20180105,1","

陳箐"
129,"CTDM,107,交簡,78,20180129,1","

楊博欽"
130,"CTDM,107,交簡,8,20180129,1","

楊博欽"
131,"CTDM,107,交簡,82,20180131,1","

楊博欽"
132,"CTDM,107,交簡,83,20180104,1","

張俊文"
133,"CTDM,107,交簡,85,20180131,1","

楊博欽"
134,"CTDM,107,交簡,87,20180117,1","

楊博欽"
135,"CTDM,107,交簡,88,20180131,1","

楊博欽"
136,"CTDM,107,交簡,92,20180117,1","

楊博欽"
137,"CTDM,107,交簡,98,20180110,1","

張俊文"
138,"CYDM,107,嘉交簡,101,20180117,1","

黃美綾"
139,"CYDM,107,嘉交簡,132,20180131,1","

凃啟夫"
140,"CYDM,107,嘉交簡,136,20180131,1","

陳嘉臨"
141,"CYDM,107,嘉交簡,139,20180131,1","

陳嘉臨"
142,"CYDM,107,嘉交簡,143,20180131,1","

張佐榕"
143,"CYDM,107,嘉交簡,22,20180108,1","

張佐榕"
144,"CYDM,107,嘉交簡,33,20180116,1","

林正雄"
145,"CYDM,107,嘉交簡,40,20180115,1","

陳嘉臨"
146,"CYDM,107,嘉交簡,79,20180118,1","

謝其達"
147,"CYDM,107,嘉交簡,85,20180119,1","

張佐榕"
148,"CYDM,107,朴交簡,10,20180108,1","

張佐榕"
149,"CYDM,107,朴交簡,23,20180110,1","

吳育霖"
150,"CYDM,107,朴交簡,28,20180122,1","

凃啟夫"
151,"CYDM,107,朴交簡,32,20180119,1","

張佐榕"
152,"FYEM,107,豐交簡,1,20180103,1","

林新竑"
153,"FYEM,107,豐交簡,4,20180103,1","

林新竑"
154,"FYEM,107,豐交簡,41,20180108,1","

林新竑"
155,"FYEM,107,豐交簡,50,20180108,1","

林新竑"
156,"FYEM,107,豐交簡,86,20180122,1","

林新竑"
157,"FYEM,107,豐交簡,87,20180122,1","

林新竑"
158,"FYEM,107,豐交簡,95,20180124,1","

林新竑"
159,"HLDM,107,玉交簡,6,20180116,1","

邱佳玄"
160,"HLDM,107,花交簡,40,20180112,1","

邱佳玄"
161,"HLDM,107,花交簡,43,20180118,1","

黃光進"
162,"HLDM,107,花交簡,5,20180116,1","

陸怡璇"
163,"HLDM,107,花交簡,69,20180129,1","

黃光進"
164,"HLDM,107,花交簡,78,20180131,1","

陸怡璇"
165,"HUEM,107,虎交簡,12,20180124,1","

梁智賢"
166,"ILDM,106,交簡,2087,20180109,1","

李岳"
167,"ILDM,106,交簡,2103,20180115,1","

李岳"
168,"ILDM,106,交簡,2120,20180110,1","

陳玉雲"
169,"ILDM,106,交簡,2129,20180123,1","

李岳"
170,"ILDM,106,交簡,2131,20180122,1","

呂俐雯"
171,"ILDM,106,交簡,2133,20180108,1","

林惠玲"
172,"ILDM,106,交簡,2137,20180110,1","

陳玉雲"
173,"ILDM,107,交簡,100,20180131,1","

陳玉雲"
174,"ILDM,107,交簡,105,20180131,1","

陳玉雲"
175,"ILDM,107,交簡,18,20180116,1","

陳玉雲"
176,"ILDM,107,交簡,33,20180118,1","

陳玉雲"
177,"ILDM,107,交簡,36,20180118,1","

陳玉雲"
178,"ILDM,107,交簡,39,20180118,1","

陳玉雲"
179,"ILDM,107,交簡,51,20180118,1","

陳玉雲"
180,"ILDM,107,交簡,60,20180118,1","

陳玉雲"
181,"ILDM,107,交簡,82,20180131,1","

陳玉雲"
182,"ILDM,107,交簡,84,20180131,1","

陳玉雲"
183,"ILDM,107,交簡,95,20180129,1","

張淑華"
184,"KLDM,107,基交簡,10,20180111,1","

陳怡安"
185,"KLDM,107,基交簡,15,20180105,1","

鄭富容"
186,"KLDM,107,基交簡,16,20180105,1","

周霙蘭"
187,"KLDM,107,基交簡,19,20180103,1","

施添寶"
188,"KLDM,107,基交簡,21,20180103,1","

李謀榮"
189,"KLDM,107,基交簡,23,20180104,1","

李辛茹"
190,"KLDM,107,基交簡,24,20180103,1","

李謀榮"
191,"KLDM,107,基交簡,25,20180108,1","

華奕超"
192,"KLDM,107,基交簡,28,20180103,1","

施添寶"
193,"KLDM,107,基交簡,32,20180125,1","

陳怡安"
194,"KLDM,107,基交簡,34,20180104,1","

李辛茹"
195,"KLDM,107,基交簡,39,20180103,1","

施添寶"
196,"KLDM,107,基交簡,42,20180111,1","

施添寶"
197,"KLDM,107,基交簡,43,20180105,1","

李謀榮"
198,"KLDM,107,基交簡,50,20180126,1","

周霙蘭"
199,"KLDM,107,基交簡,56,20180129,1","

李謀榮"
200,"KLDM,107,基交簡,61,20180127,1","

李辛茹"
201,"KLDM,107,基交簡,62,20180129,1","

李謀榮"
202,"KLDM,107,基交簡,66,20180129,1","

齊潔"
203,"KLDM,107,基交簡,69,20180126,1","

陳怡安"
204,"KLDM,107,基交簡,83,20180130,1","

陳怡安"
205,"KLDM,107,基交簡,88,20180130,1","

李謀榮"
206,"KLDM,107,基交簡,91,20180130,1","

鄭虹真"
207,"KLDM,107,基交簡,94,20180131,1","

施添寶"
208,"KLDM,107,基交簡,97,20180131,1","

周霙蘭"
209,"KSDM,106,交簡,2758,20180122,1","

呂佩珊"
210,"KSDM,106,交簡,2818,20180103,1","

吳俞玲"
211,"KSDM,106,交簡,2827,20180108,1","

李蕙伶"
212,"KSDM,106,交簡,2966,20180108,1","

李蕙伶"
213,"KSDM,106,交簡,2988,20180131,1","

呂佩珊"
214,"KSDM,106,交簡,3048,20180118,1","

李蕙伶"
215,"KSDM,106,交簡,3105,20180103,1","

李蕙伶"
216,"KSDM,106,交簡,3154,20180122,1","

李蕙伶"
217,"KSDM,106,交簡,3309,20180123,1","

李蕙伶"
218,"KSDM,106,交簡,3310,20180115,1","

林英奇"
219,"KSDM,106,交簡,3312,20180115,1","

林英奇"
220,"KSDM,106,交簡,3315,20180115,1","

林英奇"
221,"KSDM,106,交簡,3316,20180111,1","

林英奇"
222,"KSDM,106,交簡,3318,20180116,1","

林英奇"
223,"KSDM,106,交簡,3319,20180123,1","

李蕙伶"
224,"KSDM,106,交簡,3322,20180123,1","

李蕙伶"
225,"KSDM,106,交簡,3324,20180125,1","

呂佩珊"
226,"KSDM,106,交簡,3325,20180118,1","

林英奇 (Lin Ying-Qi)"
227,"KSDM,106,交簡,3326,20180115,1","

林英奇"
228,"KSDM,106,交簡,3342,20180111,1","

林英奇"
229,"KSDM,106,交簡,3353,20180115,1","

林英奇 (Lin Ying-Qi)"
230,"KSDM,106,交簡,3356,20180111,1","

林英奇"
231,"KSDM,106,交簡,3361,20180115,1","

林英奇"
232,"KSDM,106,交簡,3362,20180115,1","

林英奇 (Lin Ying-Qi)"
233,"KSDM,106,交簡,3363,20180111,1","

林英奇"
234,"KSDM,106,交簡,3370,20180111,1","

林英奇"
235,"KSDM,106,交簡,3384,20180131,1","

李蕙伶"
236,"KSDM,106,交簡,3386,20180115,1","

林英奇"
237,"KSDM,106,交簡,3387,20180115,1","

林英奇"
238,"KSDM,106,交簡,3389,20180115,1","

林英奇 (Lin Ying-Qi)"
239,"KSDM,106,交簡,3394,20180118,1","

林英奇"
240,"KSDM,106,交簡,3396,20180111,1","

林英奇 (Lin Ying-Qi)"
241,"KSDM,106,交簡,3403,20180115,1","

林英奇"
242,"KSDM,106,交簡,3406,20180123,1","

李蕙伶"
243,"KSDM,106,交簡,3408,20180118,1","

林英奇"
244,"KSDM,106,交簡,3413,20180116,1","

林英奇"
245,"KSDM,106,交簡,3417,20180116,1","

林英奇"
246,"KSDM,106,交簡,3418,20180115,1","

林英奇"
247,"KSDM,106,交簡,3420,20180115,1","

林英奇"
248,"KSDM,106,交簡,3423,20180115,1","

林英奇"
249,"KSDM,106,交簡,3440,20180116,1","

林英奇"
250,"KSDM,106,交簡,3446,20180112,1","

林英奇 (Lin Ying-Qi)"
251,"KSDM,106,交簡,3451,20180115,1","

林英奇"
252,"KSDM,106,交簡,3465,20180115,1","

林英奇"
253,"KSDM,106,交簡,3476,20180118,1","

林英奇"
254,"KSDM,106,交簡,3477,20180118,1","

林英奇"
255,"KSDM,106,交簡,3481,20180115,1","

林英奇"
256,"KSDM,106,交簡,3482,20180118,1","

林英奇"
257,"KSDM,106,交簡,3486,20180115,1","

林英奇"
258,"KSDM,106,交簡,3489,20180109,1","

林英奇"
259,"KSDM,106,交簡,3493,20180131,1","

李蕙伶"
260,"KSDM,106,交簡,3519,20180116,1","

林英奇"
261,"KSDM,106,交簡,3522,20180115,1","

林英奇"
262,"KSDM,106,交簡,3527,20180116,1","

林英奇"
263,"KSDM,106,交簡,3533,20180115,1","

林英奇"
264,"KSDM,106,交簡,3544,20180109,1","

林英奇 (Lin Ying-Qi)"
265,"KSDM,106,交簡,3548,20180112,1","

林英奇 (Lin Ying-Qi)"
266,"KSDM,106,交簡,3550,20180125,1","

呂佩珊"
267,"KSDM,106,交簡,3554,20180116,1","

林英奇"
268,"KSDM,106,交簡,3555,20180111,1","

林英奇 (Lin Ying-qi)"
269,"KSDM,106,交簡,3559,20180118,1","

林英奇"
270,"KSDM,106,交簡,3560,20180112,1","

林英奇 (Lin Ying-Qi)"
271,"KSDM,106,交簡,3567,20180112,1","

林英奇"
272,"KSDM,106,交簡,3568,20180131,1","

李蕙伶"
273,"KSDM,106,交簡,3572,20180109,1","

林英奇 (Lin Ying-Qi)"
274,"KSDM,106,交簡,3574,20180112,1","

林英奇"
275,"KSDM,106,交簡,3591,20180118,1","

林英奇"
276,"KSDM,106,交簡,3597,20180111,1","

林英奇"
277,"KSDM,106,交簡,3609,20180115,1","

林英奇"
278,"KSDM,106,交簡,3615,20180115,1","

林英奇"
279,"KSDM,106,交簡,3617,20180118,1","

林英奇"
280,"KSDM,106,交簡,3627,20180115,1","

林英奇"
281,"KSDM,106,交簡,3631,20180116,1","

林英奇"
282,"KSDM,106,交簡,3634,20180115,1","

林英奇"
283,"KSDM,106,交簡,3637,20180116,1","

林英奇"
284,"KSDM,106,交簡,3639,20180115,1","

林英奇"
285,"KSDM,106,交簡,3643,20180115,1","

林英奇"
286,"KSDM,106,交簡,3645,20180112,1","

林英奇"
287,"KSDM,106,交簡,3646,20180131,1","

李蕙伶"
288,"KSDM,106,交簡,3648,20180111,1","

林英奇"
289,"KSDM,106,交簡,3651,20180115,1","

林英奇"
290,"KSDM,106,交簡,3653,20180115,1","

林英奇"
291,"KSDM,106,交簡,3656,20180115,1","

林英奇"
292,"KSDM,106,交簡,3660,20180115,1","

林英奇"
293,"KSDM,106,交簡,3665,20180124,1","

李蕙伶"
294,"KSDM,106,交簡,3667,20180115,1","

林英奇"
295,"KSDM,106,交簡,3677,20180116,1","

林英奇"
296,"KSDM,106,交簡,3685,20180116,1","

吳俞玲"
297,"KSDM,106,交簡,3686,20180116,1","

吳俞玲"
298,"KSDM,106,交簡,3687,20180103,1","

吳俞玲"
299,"KSDM,106,交簡,3688,20180116,1","

吳俞玲"
300,"KSDM,106,交簡,3689,20180116,1","

吳俞玲"
301,"KSDM,106,交簡,3694,20180116,1","

吳俞玲"
302,"KSDM,106,交簡,3695,20180116,1","

吳俞玲"
303,"KSDM,106,交簡,3698,20180115,1","

吳俞玲"
304,"KSDM,106,交簡,3701,20180116,1","

吳俞玲"
305,"KSDM,106,交簡,3702,20180116,1","

吳俞玲"
306,"KSDM,106,交簡,3704,20180116,1","

吳俞玲"
307,"KSDM,106,交簡,3707,20180125,1","

呂佩珊"
308,"KSDM,106,交簡,3708,20180126,1","

吳俞玲"
309,"KSDM,106,交簡,3710,20180115,1","

吳俞玲"
310,"KSDM,106,交簡,3711,20180103,1","

吳俞玲"
311,"KSDM,106,交簡,3712,20180116,1","

吳俞玲"
312,"KSDM,106,交簡,3714,20180115,1","

吳俞玲"
313,"KSDM,106,交簡,3716,20180116,1","

吳俞玲"
314,"KSDM,106,交簡,3720,20180111,1","

林英奇"
315,"KSDM,106,交簡,3724,20180125,1","

呂佩珊"
316,"KSDM,106,交簡,3727,20180125,1","

呂佩珊"
317,"KSDM,106,交簡,3732,20180125,1","

呂佩珊"
318,"KSDM,106,交簡,3737,20180119,1","

吳俞玲"
319,"KSDM,106,交簡,3739,20180115,1","

吳俞玲"
320,"KSDM,106,交簡,3740,20180115,1","

吳俞玲"
321,"KSDM,106,交簡,3752,20180102,1","

洪碩垣"
322,"KSDM,106,交簡,3757,20180117,1","

吳俞玲"
323,"KSDM,106,交簡,3765,20180117,1","

吳俞玲"
324,"KSDM,106,交簡,3775,20180117,1","

吳俞玲"
325,"KSDM,106,交簡,3789,20180117,1","

吳俞玲"
326,"KSDM,106,交簡,3814,20180117,1","

吳俞玲"
327,"KSDM,106,交簡,3818,20180117,1","

吳俞玲"
328,"KSDM,106,交簡,3821,20180117,1","

吳俞玲"
329,"KSDM,106,交簡,3832,20180125,1","

呂佩珊"
330,"KSDM,106,交簡,3833,20180125,1","

呂佩珊"
331,"KSDM,106,交簡,3835,20180125,1","

呂佩珊"
332,"KSDM,106,交簡,3836,20180125,1","

呂佩珊"
333,"KSDM,106,交簡,3844,20180125,1","

呂佩珊"
334,"KSDM,106,交簡,3850,20180125,1","

呂佩珊"
335,"KSDM,106,交簡,3852,20180129,1","

呂佩珊"
336,"KSDM,106,交簡,3860,20180130,1","

呂佩珊"
337,"KSDM,106,交簡,3865,20180118,1","

吳俞玲"
338,"KSDM,106,交簡,3872,20180117,1","

吳俞玲"
339,"KSDM,106,交簡,3875,20180130,1","

呂佩珊"
340,"KSDM,106,交簡,3883,20180130,1","

呂佩珊"
341,"KSDM,106,交簡,3884,20180123,1","

吳俞玲"
342,"KSDM,106,交簡,3889,20180130,1","

呂佩珊"
343,"KSDM,106,交簡,3893,20180130,1","

呂佩珊"
344,"KSDM,106,交簡,3898,20180130,1","

呂佩珊"
345,"KSDM,106,交簡,3900,20180123,1","

吳俞玲"
346,"KSDM,106,交簡,3906,20180131,1","

蔡書瑜"
347,"KSDM,106,交簡,3914,20180123,1","

吳俞玲"
348,"KSDM,106,交簡,3915,20180130,1","

呂佩珊"
349,"KSDM,106,交簡,3916,20180130,1","

呂佩珊"
350,"KSDM,106,交簡,3931,20180130,1","

呂佩珊"
351,"KSDM,106,交簡,3935,20180130,1","

呂佩珊"
352,"KSDM,106,交簡,3941,20180125,1","

林英奇 (Lin Ying-Qi)"
353,"KSDM,106,交簡,3945,20180130,1","

呂佩珊"
354,"KSDM,106,交簡,3950,20180130,1","

呂佩珊"
355,"KSDM,106,交簡,3951,20180124,1","

吳俞玲"
356,"KSDM,106,交簡,3956,20180130,1","

呂佩珊"
357,"KSDM,106,交簡,3961,20180123,1","

吳俞玲"
358,"KSDM,106,交簡,3964,20180130,1","

呂佩珊"
359,"KSDM,106,交簡,3965,20180130,1","

呂佩珊"
360,"KSDM,106,交簡,3968,20180123,1","

吳俞玲"
361,"KSDM,106,交簡,3984,20180130,1","

呂佩珊"
362,"KSDM,106,交簡,3987,20180124,1","

吳俞玲"
363,"KSDM,106,交簡,3988,20180124,1","

吳俞玲"
364,"KSDM,106,交簡,3989,20180124,1","

吳俞玲"
365,"KSDM,106,交簡,3992,20180108,1","

蔡書瑜"
366,"KSDM,106,交簡,3999,20180130,1","

呂佩珊"
367,"KSDM,106,交簡,4004,20180130,1","

呂佩珊"
368,"KSDM,106,交簡,4006,20180124,1","

吳俞玲"
369,"KSDM,106,交簡,4008,20180124,1","

吳俞玲"
370,"KSDM,106,交簡,4009,20180125,1","

吳俞玲"
371,"KSDM,106,交簡,4013,20180124,1","

吳俞玲"
372,"KSDM,106,交簡,4025,20180108,1","

蔡書瑜"
373,"KSDM,106,交簡,4027,20180104,1","

蔡書瑜"
374,"KSDM,107,交簡,102,20180108,1","

蔡書瑜"
375,"KSDM,107,交簡,115,20180108,1","

蔡書瑜"
376,"KSDM,107,交簡,132,20180111,1","

蔡書瑜"
377,"KSDM,107,交簡,137,20180115,1","

蔡書瑜"
378,"KSDM,107,交簡,158,20180126,1","

蔡書瑜"
379,"KSDM,107,交簡,16,20180108,1","

蔡書瑜"
380,"KSDM,107,交簡,161,20180115,1","

蔡書瑜"
381,"KSDM,107,交簡,20,20180108,1","

蔡書瑜"
382,"KSDM,107,交簡,219,20180126,1","

蔡書瑜"
383,"KSDM,107,交簡,225,20180130,1","

蔡書瑜"
384,"KSDM,107,交簡,235,20180122,1","

蔡書瑜"
385,"KSDM,107,交簡,256,20180129,1","

蔡書瑜"
386,"KSDM,107,交簡,266,20180130,1","

蔡書瑜"
387,"KSDM,107,交簡,270,20180129,1","

蔡書瑜"
388,"KSDM,107,交簡,28,20180108,1","

蔡書瑜"
389,"KSDM,107,交簡,291,20180130,1","

蔡書瑜"
390,"KSDM,107,交簡,297,20180130,1","

蔡書瑜"
391,"KSDM,107,交簡,328,20180130,1","

蔡書瑜"
392,"KSDM,107,交簡,338,20180130,1","

蔡書瑜"
393,"KSDM,107,交簡,362,20180130,1","

蔡書瑜"
394,"KSDM,107,交簡,371,20180130,1","

蔡書瑜"
395,"KSDM,107,交簡,60,20180111,1","

林英奇 (Lin Ying-qi)"
396,"KSDM,107,交簡,80,20180115,1","

蔡書瑜"
397,"KSDM,107,交簡,89,20180115,1","

蔡書瑜"
398,"MLDM,106,苗交簡,1380,20180104,1","

林卉聆"
399,"MLDM,106,苗交簡,1428,20180125,1","

林卉聆"
400,"MLDM,106,苗交簡,1492,20180102,1","

許文棋"
401,"MLDM,106,苗交簡,1498,20180103,1","

王瀅婷"
402,"MLDM,106,苗交簡,1525,20180103,1","

王瀅婷"
403,"MLDM,106,苗交簡,1527,20180118,1","

賴映岑"
404,"MLDM,106,苗交簡,1537,20180103,1","

王瀅婷"
405,"MLDM,106,苗交簡,1538,20180103,1","

黃思惠"
406,"MLDM,106,苗交簡,1541,20180102,1","

紀雅惠"
407,"MLDM,106,苗交簡,1544,20180103,1","

黃思惠"
408,"MLDM,106,苗交簡,1545,20180103,1","

王瀅婷"
409,"MLDM,106,苗交簡,1555,20180103,1","

王瀅婷"
410,"MLDM,107,苗交簡,29,20180115,1","

黃思惠"
411,"MLDM,107,苗交簡,36,20180129,1","

羅貞元"
412,"MLDM,107,苗交簡,38,20180126,1","

魏正杰"
413,"MLDM,107,苗交簡,55,20180131,1","

胡文傑"
414,"MLDM,107,苗交簡,68,20180131,1","

魏正杰"
415,"NHEM,106,湖交簡,659,20180131,1","

林銘宏"
416,"NHEM,106,湖交簡,666,20180131,1","

林銘宏"
417,"NHEM,106,湖交簡,674,20180131,1","

施月燿"
418,"NHEM,106,湖交簡,768,20180131,1","

林銘宏"
419,"NHEM,106,湖交簡,777,20180131,1","

林銘宏"
420,"NTDM,106,埔交簡,196,20180110,1","

廖健男"
421,"NTDM,106,埔交簡,198,20180130,1","

顏代容"
422,"NTDM,107,投交簡,27,20180131,1","

顏代容"
423,"PCDM,106,交簡,4746,20180112,1","

陳明珠"
424,"PCDM,107,交簡,157,20180122,1","

徐蘭萍"
425,"PCDM,107,交簡,184,20180122,1","

黎錦福"
426,"PCDM,107,交簡,235,20180125,1","

黎錦福"
427,"PCDM,107,交簡,272,20180126,1","

黎錦福"
428,"PCDM,107,交簡,274,20180130,1","

陳伯厚"
429,"PCDM,107,交簡,298,20180129,1","

黎錦福"
430,"PCDM,107,交簡,5,20180111,1","

徐蘭萍"
431,"PCDM,107,交簡,64,20180111,1","

陳伯厚"
432,"PCDM,107,交簡,65,20180109,1","

黎錦福"
433,"PCDM,107,交簡,70,20180116,1","

趙悅伶"
434,"PCDM,107,交簡,71,20180111,1","

徐蘭萍"
435,"PCDM,107,交簡,73,20180111,1","

陳伯厚"
436,"PCDM,107,審交簡,12,20180131,1","

劉安榕"
437,"PCDM,107,審交簡,17,20180118,1","

潘長生"
438,"PKEM,107,港交簡,1,20180105,1","

王紹銘"
439,"PKEM,107,港交簡,13,20180124,1","

王紹銘"
440,"PKEM,107,港交簡,8,20180129,1","

許佩如"
441,"PTDM,106,交簡,2122,20180122,1","

劉容妤"
442,"PTDM,106,交簡,2279,20180131,1","

劉容妤"
443,"PTDM,106,交簡,2280,20180131,1","

劉容妤"
444,"PTDM,106,交簡,2304,20180131,1","

劉容妤"
